Id,Email,PlacaCarro,DataCadastro,Celular,Telefone,CPF,Nome,Tipo,ValorBase,Empresa_Id
29,a@a.com.br,XXX-0000,2030-07-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Silveira,1,0.0,20
30,a@a.com.br,XXX-0000,2031-12-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Leite,1,0.0,4
31,a@a.com.br,XXX-0000,2031-07-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Queiroz,1,0.0,13
32,a@a.com.br,XXX-0000,2032-09-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Castro,1,0.0,8
33,a@a.com.br,XXX-0000,2031-11-04 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Cardoso,1,0.0,1
34,a@a.com.br,XXX-0000,2032-03-04 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Silva,1,0.0,1
35,a@a.com.br,XXX-0000,2031-06-04 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Moreira,1,0.0,1
36,a@a.com.br,XXX-0000,2031-02-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Diego Duarte,1,0.0,7
37,a@a.com.br,XXX-0000,2031-12-13 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gabriel Mendes,1,0.0,17
38,a@a.com.br,XXX-0000,2032-06-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Simone Fonseca,1,0.0,10
39,a@a.com.br,XXX-0000,2031-12-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Diego Souza,1,0.0,3
40,a@a.com.br,XXX-0000,2030-01-24 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Bruno Faria,1,0.0,13
41,a@a.com.br,XXX-0000,2032-12-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Freitas,1,0.0,4
42,a@a.com.br,XXX-0000,2030-08-13 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Maria Martins,1,0.0,14
43,a@a.com.br,XXX-0000,2030-07-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gustavo Ramos,1,0.0,18
44,a@a.com.br,XXX-0000,2031-07-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniel Ribeiro,1,0.0,14
45,a@a.com.br,XXX-0000,2032-02-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Claudia Rocha,1,0.0,16
46,a@a.com.br,XXX-0000,2032-03-31 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Maria Almeida,1,0.0,21
47,a@a.com.br,XXX-0000,2031-06-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Isabela Faria,1,0.0,17
48,a@a.com.br,XXX-0000,2030-07-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Claudia Vargas,1,0.0,4
49,a@a.com.br,XXX-0000,2032-04-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Ana Souza,1,0.0,9
50,a@a.com.br,XXX-0000,2032-07-26 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mateus Barros,1,0.0,12
51,a@a.com.br,XXX-0000,2032-11-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Gomes,1,0.0,14
52,a@a.com.br,XXX-0000,2032-08-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carlos Souza,1,0.0,19
53,a@a.com.br,XXX-0000,2031-07-31 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Teixeira,1,0.0,2
54,a@a.com.br,XXX-0000,2032-01-01 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lucas Santana,1,0.0,7
55,a@a.com.br,XXX-0000,2031-08-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Azevedo,1,0.0,9
56,a@a.com.br,XXX-0000,2031-09-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Mendes,1,0.0,2
57,a@a.com.br,XXX-0000,2030-09-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Gomes,1,0.0,21
58,a@a.com.br,XXX-0000,2030-04-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Camila Barbosa,1,0.0,2
59,a@a.com.br,XXX-0000,2031-01-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Marcos Amaral,1,0.0,5
60,a@a.com.br,XXX-0000,2031-02-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Moreira,1,0.0,5
61,a@a.com.br,XXX-0000,2030-09-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Larissa Costa,1,0.0,20
62,a@a.com.br,XXX-0000,2031-07-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Monique Cardoso,1,0.0,11
63,a@a.com.br,XXX-0000,2030-06-01 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Paula Cavalcanti,1,0.0,19
64,a@a.com.br,XXX-0000,2032-10-31 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Maria Machado,1,0.0,4
65,a@a.com.br,XXX-0000,2032-09-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,José Almeida,1,0.0,18
66,a@a.com.br,XXX-0000,2030-03-24 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Roberto Medeiros,1,0.0,17
67,a@a.com.br,XXX-0000,2031-05-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Silva,1,0.0,21
68,a@a.com.br,XXX-0000,2031-06-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Ribeiro,1,0.0,8
69,a@a.com.br,XXX-0000,2030-08-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,André Faria,1,0.0,15
70,a@a.com.br,XXX-0000,2030-03-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Thiago Santana,1,0.0,5
71,a@a.com.br,XXX-0000,2032-10-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Siqueira,1,0.0,19
72,a@a.com.br,XXX-0000,2032-05-31 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Mendes,1,0.0,6
73,a@a.com.br,XXX-0000,2032-05-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Ana Mendes,1,0.0,11
74,a@a.com.br,XXX-0000,2032-09-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Medeiros,1,0.0,9
75,a@a.com.br,XXX-0000,2031-05-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Azevedo,1,0.0,3
76,a@a.com.br,XXX-0000,2031-08-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Pinto,1,0.0,19
77,a@a.com.br,XXX-0000,2031-08-08 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Francisco Leite,1,0.0,4
78,a@a.com.br,XXX-0000,2030-11-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniel Moura,1,0.0,10
79,a@a.com.br,XXX-0000,2030-10-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vinicius Cunha,1,0.0,19
80,a@a.com.br,XXX-0000,2030-09-30 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Larissa Souza,1,0.0,4
81,a@a.com.br,XXX-0000,2030-04-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Paula Medeiros,1,0.0,20
82,a@a.com.br,XXX-0000,2031-08-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gustavo Borges,1,0.0,5
83,a@a.com.br,XXX-0000,2031-07-13 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Moura,1,0.0,10
84,a@a.com.br,XXX-0000,2031-08-20 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniel Oliveira,1,0.0,10
85,a@a.com.br,XXX-0000,2030-02-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vinicius Costa,1,0.0,12
86,a@a.com.br,XXX-0000,2032-01-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Santana,1,0.0,20
87,a@a.com.br,XXX-0000,2030-06-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Alexandre Almeida,1,0.0,19
88,a@a.com.br,XXX-0000,2031-05-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Camila Santos,1,0.0,18
89,a@a.com.br,XXX-0000,2032-09-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Roberto Ramos,1,0.0,21
90,a@a.com.br,XXX-0000,2031-07-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniel Martins,1,0.0,14
91,a@a.com.br,XXX-0000,2030-03-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,José Vargas,1,0.0,1
92,a@a.com.br,XXX-0000,2030-05-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Marcos Santana,1,0.0,9
93,a@a.com.br,XXX-0000,2031-05-30 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carla Santos,1,0.0,13
94,a@a.com.br,XXX-0000,2030-04-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rodrigo Vieira,1,0.0,18
95,a@a.com.br,XXX-0000,2031-04-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Maria Medeiros,1,0.0,1
96,a@a.com.br,XXX-0000,2032-03-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Azevedo,1,0.0,21
97,a@a.com.br,XXX-0000,2032-12-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniela Silveira,1,0.0,2
98,a@a.com.br,XXX-0000,2031-12-26 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Larissa Mendes,1,0.0,2
99,a@a.com.br,XXX-0000,2030-07-26 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Cordeiro,1,0.0,20
100,a@a.com.br,XXX-0000,2032-05-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Claudia Batista,1,0.0,17
101,a@a.com.br,XXX-0000,2031-07-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Felipe Martins,1,0.0,15
102,a@a.com.br,XXX-0000,2030-07-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Aline Dias,1,0.0,8
103,a@a.com.br,XXX-0000,2030-04-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Francisco Moreira,1,0.0,5
104,a@a.com.br,XXX-0000,2030-04-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fábio Siqueira,1,0.0,2
105,a@a.com.br,XXX-0000,2032-01-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Barros,1,0.0,11
106,a@a.com.br,XXX-0000,2031-09-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Isabela Moura,1,0.0,19
107,a@a.com.br,XXX-0000,2030-10-24 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Ricardo Santana,1,0.0,16
108,a@a.com.br,XXX-0000,2032-08-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Duarte,1,0.0,20
109,a@a.com.br,XXX-0000,2030-01-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Felipe Martins,1,0.0,18
110,a@a.com.br,XXX-0000,2031-03-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Beatriz Moreira,1,0.0,1
111,a@a.com.br,XXX-0000,2032-08-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Santos,1,0.0,20
112,a@a.com.br,XXX-0000,2030-08-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Roberto Santana,1,0.0,8
113,a@a.com.br,XXX-0000,2032-03-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mariana Gomes,1,0.0,3
114,a@a.com.br,XXX-0000,2032-10-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rodrigo Martins,1,0.0,14
115,a@a.com.br,XXX-0000,2032-06-30 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Renata Santana,1,0.0,2
116,a@a.com.br,XXX-0000,2032-05-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,José Cardoso,1,0.0,16
117,a@a.com.br,XXX-0000,2032-11-09 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fernanda Barbosa,1,0.0,4
118,a@a.com.br,XXX-0000,2032-01-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fernanda Queiroz,1,0.0,8
119,a@a.com.br,XXX-0000,2032-03-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Cunha,1,0.0,3
120,a@a.com.br,XXX-0000,2032-09-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Silva,1,0.0,7
121,a@a.com.br,XXX-0000,2030-01-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Isabela Moraes,1,0.0,9
122,a@a.com.br,XXX-0000,2032-09-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Oliveira,1,0.0,1
123,a@a.com.br,XXX-0000,2031-07-31 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,João Batista,1,0.0,6
124,a@a.com.br,XXX-0000,2031-09-26 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vanessa Moreira,1,0.0,6
125,a@a.com.br,XXX-0000,2032-01-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Mariana Azevedo,1,0.0,3
126,a@a.com.br,XXX-0000,2032-08-20 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Camila Silveira,1,0.0,6
127,a@a.com.br,XXX-0000,2031-06-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Cesar Leite,1,0.0,11
128,a@a.com.br,XXX-0000,2032-05-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Gomes,1,0.0,10
129,a@a.com.br,XXX-0000,2031-06-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carla Teixeira,1,0.0,13
130,a@a.com.br,XXX-0000,2032-01-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Castro,1,0.0,7
131,a@a.com.br,XXX-0000,2032-06-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Felipe Borges,1,0.0,5
132,a@a.com.br,XXX-0000,2032-11-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Alexandre Moura,1,0.0,14
133,a@a.com.br,XXX-0000,2030-01-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Claudia Freitas,1,0.0,16
134,a@a.com.br,XXX-0000,2030-04-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Paula Vieira,1,0.0,21
135,a@a.com.br,XXX-0000,2030-11-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Carvalho,1,0.0,16
136,a@a.com.br,XXX-0000,2032-01-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Moraes,1,0.0,13
137,a@a.com.br,XXX-0000,2031-06-11 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Francisco Costa,1,0.0,2
138,a@a.com.br,XXX-0000,2032-03-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carla Amaral,1,0.0,8
139,a@a.com.br,XXX-0000,2030-10-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Diego Moreira,1,0.0,3
140,a@a.com.br,XXX-0000,2032-05-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lívia Gomes,1,0.0,2
141,a@a.com.br,XXX-0000,2031-01-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniel Leite,1,0.0,12
142,a@a.com.br,XXX-0000,2031-10-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Claudia Santos,1,0.0,19
143,a@a.com.br,XXX-0000,2032-07-23 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Bruno Vieira,1,0.0,8
144,a@a.com.br,XXX-0000,2031-01-18 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Tavares,1,0.0,19
145,a@a.com.br,XXX-0000,2030-04-02 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Cavalcanti,1,0.0,7
146,a@a.com.br,XXX-0000,2032-10-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Santos,1,0.0,3
147,a@a.com.br,XXX-0000,2032-11-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Alexandre Moura,1,0.0,4
148,a@a.com.br,XXX-0000,2031-01-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Daniela Dias,1,0.0,21
149,a@a.com.br,XXX-0000,2032-02-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vanessa Duarte,1,0.0,14
150,a@a.com.br,XXX-0000,2031-04-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fernanda Gomes,1,0.0,8
151,a@a.com.br,XXX-0000,2032-05-07 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Gustavo Moraes,1,0.0,2
152,a@a.com.br,XXX-0000,2031-04-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Maria Tavares,1,0.0,2
153,a@a.com.br,XXX-0000,2032-11-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carla Ramos,1,0.0,5
154,a@a.com.br,XXX-0000,2031-09-19 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Cesar Borges,1,0.0,20
155,a@a.com.br,XXX-0000,2030-11-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vanessa Duarte,1,0.0,7
156,a@a.com.br,XXX-0000,2032-04-12 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Maria Batista,1,0.0,8
157,a@a.com.br,XXX-0000,2031-01-10 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Cardoso,1,0.0,15
158,a@a.com.br,XXX-0000,2031-06-18 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carla Amaral,1,0.0,19
159,a@a.com.br,XXX-0000,2032-10-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Cesar Cunha,1,0.0,10
160,a@a.com.br,XXX-0000,2030-12-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Souza,1,0.0,19
161,a@a.com.br,XXX-0000,2030-10-14 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Fernanda Coelho,1,0.0,19
162,a@a.com.br,XXX-0000,2032-04-28 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Tavares,1,0.0,14
163,a@a.com.br,XXX-0000,2032-03-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Juliana Cardoso,1,0.0,6
164,a@a.com.br,XXX-0000,2030-04-05 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Beatriz Moura,1,0.0,17
165,a@a.com.br,XXX-0000,2031-08-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Marcela Vargas,1,0.0,3
166,a@a.com.br,XXX-0000,2032-05-24 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carlos Moura,1,0.0,9
167,a@a.com.br,XXX-0000,2031-03-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Ana Ribeiro,1,0.0,19
168,a@a.com.br,XXX-0000,2032-06-13 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Alexandre Barros,1,0.0,9
169,a@a.com.br,XXX-0000,2031-06-01 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vitor Silva,1,0.0,9
170,a@a.com.br,XXX-0000,2030-04-21 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Lucas Coelho,1,0.0,13
171,a@a.com.br,XXX-0000,2032-11-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Aline Pereira,1,0.0,6
172,a@a.com.br,XXX-0000,2031-08-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Felipe Fonseca,1,0.0,8
173,a@a.com.br,XXX-0000,2030-10-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Simone Castro,1,0.0,10
174,a@a.com.br,XXX-0000,2030-11-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Carolina Mendes,1,0.0,12
175,a@a.com.br,XXX-0000,2032-12-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Cardoso,1,0.0,15
176,a@a.com.br,XXX-0000,2031-10-17 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vanessa Borges,1,0.0,21
177,a@a.com.br,XXX-0000,2031-10-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Medeiros,1,0.0,16
178,a@a.com.br,XXX-0000,2032-12-24 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Patricia Silva,1,0.0,13
179,a@a.com.br,XXX-0000,2030-03-04 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Felipe Borges,1,0.0,8
180,a@a.com.br,XXX-0000,2031-01-20 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Leandro Carvalho,1,0.0,20
181,a@a.com.br,XXX-0000,2031-04-22 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,José Vargas,1,0.0,5
182,a@a.com.br,XXX-0000,2032-07-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Vinicius Batista,1,0.0,14
183,a@a.com.br,XXX-0000,2030-08-29 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Claudia Rocha,1,0.0,6
184,a@a.com.br,XXX-0000,2030-08-15 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Letícia Machado,1,0.0,5
185,a@a.com.br,XXX-0000,2032-11-06 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Rafael Gomes,1,0.0,19
186,a@a.com.br,XXX-0000,2031-05-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Cesar Carvalho,1,0.0,5
187,a@a.com.br,XXX-0000,2032-11-04 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Pedro Freitas,1,0.0,20
188,a@a.com.br,XXX-0000,2032-02-25 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Aline Pereira,1,0.0,13
189,a@a.com.br,XXX-0000,2030-11-16 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Cesar Barros,1,0.0,14
190,a@a.com.br,XXX-0000,2031-06-03 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Camila Coelho,1,0.0,5
191,a@a.com.br,XXX-0000,2032-11-27 00:00:00.000,(00)0000-0000,(00)0000-0000,000.000.000-00,Felipe Silveira,1,0.0,18
